period,series,unit,value,month
2020 Mar,Food Excl Food & Beverage Serving Services,Index,86.573,2020-03-01
2020 Apr,Food Excl Food & Beverage Serving Services,Index,87.949,2020-04-01
2020 May,Food Excl Food & Beverage Serving Services,Index,88.41,2020-05-01
2020 Jun,Food Excl Food & Beverage Serving Services,Index,88.797,2020-06-01
2020 Jul,Food Excl Food & Beverage Serving Services,Index,88.499,2020-07-01
2020 Aug,Food Excl Food & Beverage Serving Services,Index,88.1,2020-08-01
2020 Sep,Food Excl Food & Beverage Serving Services,Index,88.275,2020-09-01
2020 Oct,Food Excl Food & Beverage Serving Services,Index,88.009,2020-10-01
2020 Nov,Food Excl Food & Beverage Serving Services,Index,88.06,2020-11-01
2020 Dec,Food Excl Food & Beverage Serving Services,Index,87.917,2020-12-01
2021 Jan,Food Excl Food & Beverage Serving Services,Index,88.557,2021-01-01
2021 Feb,Food Excl Food & Beverage Serving Services,Index,89.188,2021-02-01
2021 Mar,Food Excl Food & Beverage Serving Services,Index,88.435,2021-03-01
2021 Apr,Food Excl Food & Beverage Serving Services,Index,88.454,2021-04-01
2021 May,Food Excl Food & Beverage Serving Services,Index,88.963,2021-05-01
2021 Jun,Food Excl Food & Beverage Serving Services,Index,88.906,2021-06-01
2021 Jul,Food Excl Food & Beverage Serving Services,Index,89.114,2021-07-01
2021 Aug,Food Excl Food & Beverage Serving Services,Index,89.31,2021-08-01
2021 Sep,Food Excl Food & Beverage Serving Services,Index,89.672,2021-09-01
2021 Oct,Food Excl Food & Beverage Serving Services,Index,89.824,2021-10-01
2021 Nov,Food Excl Food & Beverage Serving Services,Index,90.262,2021-11-01
2021 Dec,Food Excl Food & Beverage Serving Services,Index,90.501,2021-12-01
2022 Jan,Food Excl Food & Beverage Serving Services,Index,91.647,2022-01-01
2022 Feb,Food Excl Food & Beverage Serving Services,Index,90.98,2022-02-01
2022 Mar,Food Excl Food & Beverage Serving Services,Index,91.528,2022-03-01
2022 Apr,Food Excl Food & Beverage Serving Services,Index,92.396,2022-04-01
2022 May,Food Excl Food & Beverage Serving Services,Index,92.892,2022-05-01
2022 Jun,Food Excl Food & Beverage Serving Services,Index,93.877,2022-06-01
2022 Jul,Food Excl Food & Beverage Serving Services,Index,94.474,2022-07-01
2022 Aug,Food Excl Food & Beverage Serving Services,Index,94.909,2022-08-01
2022 Sep,Food Excl Food & Beverage Serving Services,Index,95.762,2022-09-01
2022 Oct,Food Excl Food & Beverage Serving Services,Index,95.937,2022-10-01
2022 Nov,Food Excl Food & Beverage Serving Services,Index,96.308,2022-11-01
2022 Dec,Food Excl Food & Beverage Serving Services,Index,96.886,2022-12-01
2023 Jan,Food Excl Food & Beverage Serving Services,Index,98.236,2023-01-01
2023 Feb,Food Excl Food & Beverage Serving Services,Index,97.743,2023-02-01
2023 Mar,Food Excl Food & Beverage Serving Services,Index,98.27,2023-03-01
2023 Apr,Food Excl Food & Beverage Serving Services,Index,98.324,2023-04-01
2023 May,Food Excl Food & Beverage Serving Services,Index,99.06,2023-05-01
2023 Jun,Food Excl Food & Beverage Serving Services,Index,98.663,2023-06-01
2023 Jul,Food Excl Food & Beverage Serving Services,Index,98.836,2023-07-01
2023 Aug,Food Excl Food & Beverage Serving Services,Index,99.096,2023-08-01
2023 Sep,Food Excl Food & Beverage Serving Services,Index,99.093,2023-09-01
2023 Oct,Food Excl Food & Beverage Serving Services,Index,99.2,2023-10-01
2023 Nov,Food Excl Food & Beverage Serving Services,Index,99.683,2023-11-01
2023 Dec,Food Excl Food & Beverage Serving Services,Index,99.275,2023-12-01
2024 Jan,Food Excl Food & Beverage Serving Services,Index,99.29,2024-01-01
2024 Feb,Food Excl Food & Beverage Serving Services,Index,100.2,2024-02-01
2024 Mar,Food Excl Food & Beverage Serving Services,Index,99.58,2024-03-01
2024 Apr,Food Excl Food & Beverage Serving Services,Index,99.116,2024-04-01
2024 May,Food Excl Food & Beverage Serving Services,Index,99.707,2024-05-01
2024 Jun,Food Excl Food & Beverage Serving Services,Index,99.601,2024-06-01
2024 Jul,Food Excl Food & Beverage Serving Services,Index,99.731,2024-07-01
2024 Aug,Food Excl Food & Beverage Serving Services,Index,99.917,2024-08-01
2024 Sep,Food Excl Food & Beverage Serving Services,Index,100.691,2024-09-01
2024 Oct,Food Excl Food & Beverage Serving Services,Index,100.724,2024-10-01
2024 Nov,Food Excl Food & Beverage Serving Services,Index,100.693,2024-11-01
2024 Dec,Food Excl Food & Beverage Serving Services,Index,100.752,2024-12-01
2025 Jan,Food Excl Food & Beverage Serving Services,Index,101.403,2025-01-01
2025 Feb,Food Excl Food & Beverage Serving Services,Index,101.222,2025-02-01
2025 Mar,Food Excl Food & Beverage Serving Services,Index,101.138,2025-03-01
2025 Apr,Food Excl Food & Beverage Serving Services,Index,101.272,2025-04-01
2025 May,Food Excl Food & Beverage Serving Services,Index,100.593,2025-05-01
2025 Jun,Food Excl Food & Beverage Serving Services,Index,100.384,2025-06-01
2025 Jul,Food Excl Food & Beverage Serving Services,Index,100.721,2025-07-01
2025 Aug,Food Excl Food & Beverage Serving Services,Index,100.78,2025-08-01
2025 Sep,Food Excl Food & Beverage Serving Services,Index,100.919,2025-09-01
2025 Oct,Food Excl Food & Beverage Serving Services,Index,101.502,2025-10-01
2025 Nov,Food Excl Food & Beverage Serving Services,Index,101.544,2025-11-01
2025 Dec,Food Excl Food & Beverage Serving Services,Index,101.673,2025-12-01
2026 Jan,Food Excl Food & Beverage Serving Services,Index,102.216,2026-01-01
2026 Feb,Food Excl Food & Beverage Serving Services,Index,103.403,2026-02-01
2026 Mar,Food Excl Food & Beverage Serving Services,Index,103.319,2026-03-01
2026 Apr,Food Excl Food & Beverage Serving Services,Index,103.626,2026-04-01
2005 Jan,Rice & Cereal Products,Index,57.85,2005-01-01
2005 Feb,Rice & Cereal Products,Index,57.998,2005-02-01
2005 Mar,Rice & Cereal Products,Index,58.144,2005-03-01
2005 Apr,Rice & Cereal Products,Index,58.157,2005-04-01
2005 May,Rice & Cereal Products,Index,57.9,2005-05-01
2005 Jun,Rice & Cereal Products,Index,58.032,2005-06-01
2005 Jul,Rice & Cereal Products,Index,58.286,2005-07-01
2005 Aug,Rice & Cereal Products,Index,57.924,2005-08-01
2005 Sep,Rice & Cereal Products,Index,58.373,2005-09-01
2005 Oct,Rice & Cereal Products,Index,58.394,2005-10-01
2005 Nov,Rice & Cereal Products,Index,58.497,2005-11-01
2005 Dec,Rice & Cereal Products,Index,58.63,2005-12-01
2006 Jan,Rice & Cereal Products,Index,58.778,2006-01-01
2006 Feb,Rice & Cereal Products,Index,58.946,2006-02-01
2006 Mar,Rice & Cereal Products,Index,58.957,2006-03-01
2006 Apr,Rice & Cereal Products,Index,58.943,2006-04-01
2006 May,Rice & Cereal Products,Index,58.663,2006-05-01
2006 Jun,Rice & Cereal Products,Index,58.686,2006-06-01
2006 Jul,Rice & Cereal Products,Index,58.512,2006-07-01
2006 Aug,Rice & Cereal Products,Index,58.471,2006-08-01
2006 Sep,Rice & Cereal Products,Index,59.06,2006-09-01
2006 Oct,Rice & Cereal Products,Index,58.984,2006-10-01
2006 Nov,Rice & Cereal Products,Index,59.105,2006-11-01
2006 Dec,Rice & Cereal Products,Index,59.237,2006-12-01
2007 Jan,Rice & Cereal Products,Index,59.217,2007-01-01
2007 Feb,Rice & Cereal Products,Index,59.06,2007-02-01
2007 Mar,Rice & Cereal Products,Index,59.585,2007-03-01
2007 Apr,Rice & Cereal Products,Index,59.848,2007-04-01
2007 May,Rice & Cereal Products,Index,59.979,2007-05-01
2007 Jun,Rice & Cereal Products,Index,60.41,2007-06-01
2007 Jul,Rice & Cereal Products,Index,60.994,2007-07-01
2007 Aug,Rice & Cereal Products,Index,60.671,2007-08-01
2007 Sep,Rice & Cereal Products,Index,61.151,2007-09-01
2007 Oct,Rice & Cereal Products,Index,61.834,2007-10-01
2007 Nov,Rice & Cereal Products,Index,63.449,2007-11-01
2007 Dec,Rice & Cereal Products,Index,63.692,2007-12-01
2008 Jan,Rice & Cereal Products,Index,64.246,2008-01-01
2008 Feb,Rice & Cereal Products,Index,64.665,2008-02-01
2008 Mar,Rice & Cereal Products,Index,66.19,2008-03-01
2008 Apr,Rice & Cereal Products,Index,67.668,2008-04-01
2008 May,Rice & Cereal Products,Index,71.226,2008-05-01
2008 Jun,Rice & Cereal Products,Index,72.655,2008-06-01
2008 Jul,Rice & Cereal Products,Index,72.83,2008-07-01
2008 Aug,Rice & Cereal Products,Index,72.891,2008-08-01
2008 Sep,Rice & Cereal Products,Index,73.584,2008-09-01
2008 Oct,Rice & Cereal Products,Index,73.65,2008-10-01
2008 Nov,Rice & Cereal Products,Index,73.902,2008-11-01
2008 Dec,Rice & Cereal Products,Index,73.492,2008-12-01
2009 Jan,Rice & Cereal Products,Index,73.06,2009-01-01
2009 Feb,Rice & Cereal Products,Index,73.312,2009-02-01
2009 Mar,Rice & Cereal Products,Index,73.34,2009-03-01
2009 Apr,Rice & Cereal Products,Index,73.376,2009-04-01
2009 May,Rice & Cereal Products,Index,73.286,2009-05-01
2009 Jun,Rice & Cereal Products,Index,72.984,2009-06-01
2009 Jul,Rice & Cereal Products,Index,73.215,2009-07-01
2009 Aug,Rice & Cereal Products,Index,72.421,2009-08-01
2009 Sep,Rice & Cereal Products,Index,72.519,2009-09-01
2009 Oct,Rice & Cereal Products,Index,73.031,2009-10-01
2009 Nov,Rice & Cereal Products,Index,73.429,2009-11-01
2009 Dec,Rice & Cereal Products,Index,73.421,2009-12-01
2010 Jan,Rice & Cereal Products,Index,73.846,2010-01-01
2010 Feb,Rice & Cereal Products,Index,73.814,2010-02-01
2010 Mar,Rice & Cereal Products,Index,74.124,2010-03-01
2010 Apr,Rice & Cereal Products,Index,74.611,2010-04-01
2010 May,Rice & Cereal Products,Index,74.8,2010-05-01
2010 Jun,Rice & Cereal Products,Index,74.795,2010-06-01
2010 Jul,Rice & Cereal Products,Index,74.784,2010-07-01
2010 Aug,Rice & Cereal Products,Index,74.614,2010-08-01
2010 Sep,Rice & Cereal Products,Index,74.682,2010-09-01
2010 Oct,Rice & Cereal Products,Index,75.037,2010-10-01
2010 Nov,Rice & Cereal Products,Index,75.207,2010-11-01
2010 Dec,Rice & Cereal Products,Index,75.214,2010-12-01
2011 Jan,Rice & Cereal Products,Index,75.478,2011-01-01
2011 Feb,Rice & Cereal Products,Index,75.279,2011-02-01
2011 Mar,Rice & Cereal Products,Index,75.604,2011-03-01
2011 Apr,Rice & Cereal Products,Index,75.383,2011-04-01
2011 May,Rice & Cereal Products,Index,75.621,2011-05-01
2011 Jun,Rice & Cereal Products,Index,75.753,2011-06-01
2011 Jul,Rice & Cereal Products,Index,76.04,2011-07-01
2011 Aug,Rice & Cereal Products,Index,75.941,2011-08-01
2011 Sep,Rice & Cereal Products,Index,76.284,2011-09-01
2011 Oct,Rice & Cereal Products,Index,76.361,2011-10-01
2011 Nov,Rice & Cereal Products,Index,76.588,2011-11-01
2011 Dec,Rice & Cereal Products,Index,76.845,2011-12-01
2012 Jan,Rice & Cereal Products,Index,76.965,2012-01-01
2012 Feb,Rice & Cereal Products,Index,76.988,2012-02-01
2012 Mar,Rice & Cereal Products,Index,77.147,2012-03-01
2012 Apr,Rice & Cereal Products,Index,77.239,2012-04-01
2012 May,Rice & Cereal Products,Index,77.476,2012-05-01
2012 Jun,Rice & Cereal Products,Index,77.4,2012-06-01
2012 Jul,Rice & Cereal Products,Index,77.312,2012-07-01
2012 Aug,Rice & Cereal Products,Index,77.089,2012-08-01
2012 Sep,Rice & Cereal Products,Index,76.903,2012-09-01
2012 Oct,Rice & Cereal Products,Index,77.446,2012-10-01
2012 Nov,Rice & Cereal Products,Index,77.691,2012-11-01
2012 Dec,Rice & Cereal Products,Index,77.939,2012-12-01
2013 Jan,Rice & Cereal Products,Index,77.748,2013-01-01
2013 Feb,Rice & Cereal Products,Index,77.746,2013-02-01
2013 Mar,Rice & Cereal Products,Index,77.932,2013-03-01
2013 Apr,Rice & Cereal Products,Index,78.119,2013-04-01
2013 May,Rice & Cereal Products,Index,78.25,2013-05-01
2013 Jun,Rice & Cereal Products,Index,78.413,2013-06-01
2013 Jul,Rice & Cereal Products,Index,78.499,2013-07-01
2013 Aug,Rice & Cereal Products,Index,78.12,2013-08-01
2013 Sep,Rice & Cereal Products,Index,78.356,2013-09-01
2013 Oct,Rice & Cereal Products,Index,79.024,2013-10-01
2013 Nov,Rice & Cereal Products,Index,78.96,2013-11-01
2013 Dec,Rice & Cereal Products,Index,79.013,2013-12-01
2014 Jan,Rice & Cereal Products,Index,78.73,2014-01-01
2014 Feb,Rice & Cereal Products,Index,78.848,2014-02-01
2014 Mar,Rice & Cereal Products,Index,79.229,2014-03-01
2014 Apr,Rice & Cereal Products,Index,79.159,2014-04-01
2014 May,Rice & Cereal Products,Index,79.75,2014-05-01
2014 Jun,Rice & Cereal Products,Index,79.444,2014-06-01
2014 Jul,Rice & Cereal Products,Index,79.387,2014-07-01
2014 Aug,Rice & Cereal Products,Index,79.177,2014-08-01
2014 Sep,Rice & Cereal Products,Index,79.959,2014-09-01
2014 Oct,Rice & Cereal Products,Index,80.259,2014-10-01
2014 Nov,Rice & Cereal Products,Index,80.034,2014-11-01
2014 Dec,Rice & Cereal Products,Index,79.866,2014-12-01
2015 Jan,Rice & Cereal Products,Index,80.731,2015-01-01
2015 Feb,Rice & Cereal Products,Index,79.863,2015-02-01
2015 Mar,Rice & Cereal Products,Index,80.562,2015-03-01
2015 Apr,Rice & Cereal Products,Index,80.677,2015-04-01
2015 May,Rice & Cereal Products,Index,80.673,2015-05-01
2015 Jun,Rice & Cereal Products,Index,80.775,2015-06-01
2015 Jul,Rice & Cereal Products,Index,80.327,2015-07-01
2015 Aug,Rice & Cereal Products,Index,80.12,2015-08-01
2015 Sep,Rice & Cereal Products,Index,80.133,2015-09-01
2015 Oct,Rice & Cereal Products,Index,80.552,2015-10-01
2015 Nov,Rice & Cereal Products,Index,80.699,2015-11-01
2015 Dec,Rice & Cereal Products,Index,80.588,2015-12-01
2016 Jan,Rice & Cereal Products,Index,81.258,2016-01-01
2016 Feb,Rice & Cereal Products,Index,81.056,2016-02-01
2016 Mar,Rice & Cereal Products,Index,81.499,2016-03-01
2016 Apr,Rice & Cereal Products,Index,81.85,2016-04-01
2016 May,Rice & Cereal Products,Index,81.578,2016-05-01
2016 Jun,Rice & Cereal Products,Index,81.177,2016-06-01
2016 Jul,Rice & Cereal Products,Index,81.2,2016-07-01
2016 Aug,Rice & Cereal Products,Index,80.976,2016-08-01
2016 Sep,Rice & Cereal Products,Index,82.059,2016-09-01
2016 Oct,Rice & Cereal Products,Index,81.976,2016-10-01
2016 Nov,Rice & Cereal Products,Index,81.936,2016-11-01
2016 Dec,Rice & Cereal Products,Index,81.592,2016-12-01
2017 Jan,Rice & Cereal Products,Index,81.594,2017-01-01
2017 Feb,Rice & Cereal Products,Index,82.064,2017-02-01
2017 Mar,Rice & Cereal Products,Index,82.053,2017-03-01
2017 Apr,Rice & Cereal Products,Index,82.135,2017-04-01
2017 May,Rice & Cereal Products,Index,82.475,2017-05-01
2017 Jun,Rice & Cereal Products,Index,81.774,2017-06-01
2017 Jul,Rice & Cereal Products,Index,82.166,2017-07-01
2017 Aug,Rice & Cereal Products,Index,81.446,2017-08-01
2017 Sep,Rice & Cereal Products,Index,81.437,2017-09-01
2017 Oct,Rice & Cereal Products,Index,82.45,2017-10-01
2017 Nov,Rice & Cereal Products,Index,82.671,2017-11-01
2017 Dec,Rice & Cereal Products,Index,81.906,2017-12-01
2018 Jan,Rice & Cereal Products,Index,81.803,2018-01-01
2018 Feb,Rice & Cereal Products,Index,81.97,2018-02-01
2018 Mar,Rice & Cereal Products,Index,82.596,2018-03-01
2018 Apr,Rice & Cereal Products,Index,82.526,2018-04-01
2018 May,Rice & Cereal Products,Index,83.332,2018-05-01
2018 Jun,Rice & Cereal Products,Index,83.524,2018-06-01
2018 Jul,Rice & Cereal Products,Index,83.416,2018-07-01
2018 Aug,Rice & Cereal Products,Index,83.333,2018-08-01
2018 Sep,Rice & Cereal Products,Index,83.892,2018-09-01
2018 Oct,Rice & Cereal Products,Index,83.967,2018-10-01
2018 Nov,Rice & Cereal Products,Index,84.043,2018-11-01
2018 Dec,Rice & Cereal Products,Index,83.888,2018-12-01
2019 Jan,Rice & Cereal Products,Index,84.237,2019-01-01
2019 Feb,Rice & Cereal Products,Index,84.241,2019-02-01
2019 Mar,Rice & Cereal Products,Index,83.988,2019-03-01
2019 Apr,Rice & Cereal Products,Index,84.347,2019-04-01
2019 May,Rice & Cereal Products,Index,84.231,2019-05-01
2019 Jun,Rice & Cereal Products,Index,84.457,2019-06-01
2019 Jul,Rice & Cereal Products,Index,84.028,2019-07-01
2019 Aug,Rice & Cereal Products,Index,84.405,2019-08-01
2019 Sep,Rice & Cereal Products,Index,84.979,2019-09-01
2019 Oct,Rice & Cereal Products,Index,84.625,2019-10-01
2019 Nov,Rice & Cereal Products,Index,85.244,2019-11-01
2019 Dec,Rice & Cereal Products,Index,85.275,2019-12-01
2020 Jan,Rice & Cereal Products,Index,84.84,2020-01-01
2020 Feb,Rice & Cereal Products,Index,85.805,2020-02-01
2020 Mar,Rice & Cereal Products,Index,85.766,2020-03-01
2020 Apr,Rice & Cereal Products,Index,86.339,2020-04-01
2020 May,Rice & Cereal Products,Index,87.019,2020-05-01
2020 Jun,Rice & Cereal Products,Index,87.042,2020-06-01
2020 Jul,Rice & Cereal Products,Index,86.804,2020-07-01
2020 Aug,Rice & Cereal Products,Index,86.275,2020-08-01
2020 Sep,Rice & Cereal Products,Index,86.224,2020-09-01
2020 Oct,Rice & Cereal Products,Index,86.39,2020-10-01
2020 Nov,Rice & Cereal Products,Index,85.83,2020-11-01
2020 Dec,Rice & Cereal Products,Index,85.832,2020-12-01
2021 Jan,Rice & Cereal Products,Index,86.29,2021-01-01
2021 Feb,Rice & Cereal Products,Index,86.264,2021-02-01
2021 Mar,Rice & Cereal Products,Index,86.279,2021-03-01
2021 Apr,Rice & Cereal Products,Index,86.584,2021-04-01
2021 May,Rice & Cereal Products,Index,86.767,2021-05-01
2021 Jun,Rice & Cereal Products,Index,86.744,2021-06-01
2021 Jul,Rice & Cereal Products,Index,86.675,2021-07-01
2021 Aug,Rice & Cereal Products,Index,86.438,2021-08-01
2021 Sep,Rice & Cereal Products,Index,86.764,2021-09-01
2021 Oct,Rice & Cereal Products,Index,87.776,2021-10-01
2021 Nov,Rice & Cereal Products,Index,87.41,2021-11-01
2021 Dec,Rice & Cereal Products,Index,87.228,2021-12-01
2022 Jan,Rice & Cereal Products,Index,87.328,2022-01-01
2022 Feb,Rice & Cereal Products,Index,87.556,2022-02-01
2022 Mar,Rice & Cereal Products,Index,88.256,2022-03-01
2022 Apr,Rice & Cereal Products,Index,89.32,2022-04-01
2022 May,Rice & Cereal Products,Index,89.143,2022-05-01
2022 Jun,Rice & Cereal Products,Index,90.195,2022-06-01
2022 Jul,Rice & Cereal Products,Index,90.837,2022-07-01
2022 Aug,Rice & Cereal Products,Index,90.712,2022-08-01
2022 Sep,Rice & Cereal Products,Index,91.161,2022-09-01
2022 Oct,Rice & Cereal Products,Index,92.204,2022-10-01
2022 Nov,Rice & Cereal Products,Index,92.964,2022-11-01
2022 Dec,Rice & Cereal Products,Index,93.608,2022-12-01
